sigma,num_images,mean_BER,recover_rate
0.0,100,0.0025000002980232238,0.95
0.05,100,0.4942856979370117,0.0
0.1,100,0.5000000381469727,0.0
0.15000000000000002,100,0.505,0.0
0.2,100,0.5046429061889648,0.0
0.25,100,0.49642860412597656,0.0
0.30000000000000004,100,0.4903571319580078,0.0
0.35000000000000003,100,0.49607139587402344,0.0
0.4,100,0.5039285659790039,0.0
0.45,100,0.4889285659790039,0.0
0.5,100,0.49892860412597656,0.0
